"Year","Species","n","min_t","q05_t","q25_t","median_t","q75_t","q95_t","max_t","ObsBiomass_t"
1842,"mesozooplankton",2111,5.551560508446e-90,10167009.3911685,13634569.1830034,18259827.5335475,21270882.4225846,25552915.1647879,30108101.0303464,NA
1842,"other krill",2111,1146.80374928926,1462832.23876056,5656768.74895186,12206160.7066581,31673285.7106356,79273977.3285205,126861372.081372,NA
1842,"other macrozooplankton",2111,1501720.01028164,8051356.52003578,15452201.6385748,19532883.0082446,23514275.9642196,29632006.107972,38953951.5375007,NA
1842,"antarctic krill",2111,69933.9518781721,1597381.18225613,7316722.43529679,13811881.7628209,24451361.2879814,36476500.812911,681648633.025097,NA
1842,"salps",2111,108761.473214549,465334.278812956,841444.229143404,1087901.04273424,1583811.51664798,2087147.90090052,2881638.99819484,NA
1842,"mesopelagic fishes",2111,8290.32583728529,509818.181988318,1325118.9300701,1815595.40772411,2675010.6297365,3631218.5684172,9069866.68731783,NA
1842,"bathypelagic fishes",2111,322740.662730862,1030857.4692624,1723957.17056479,2432471.90402046,3338818.56334868,4608719.83695208,13462138.6427678,NA
1842,"shelf and coastal fishes",2111,1505397.11359854,2876746.17098698,4276216.92308554,4982653.89157562,5631605.06926851,6324819.24666015,23553503.164691,NA
1842,"flying birds",2111,3947.15627943187,5424.31434290945,5945.59751901204,6014.04394534568,6098.20013079297,6257.96345576725,6559.44482289852,NA
1842,"small divers",2111,11142.8034903501,22283.3791118501,35077.1459033578,37460.4765649685,40122.3445946214,42401.0531534819,47441.795729958,NA
1842,"squids",2111,51633.4885617819,98293.4415395152,126119.342594478,144530.101617094,170095.486660988,304664.117456315,434911.743154327,NA
1842,"toothfishes",2111,1444.71891167119,198253.49396625,714382.454772575,1080556.64109571,1394925.18775594,1850689.0731619,4230081.91885174,NA
1842,"leopard seals",2111,86.3560519885577,1951.41624213381,2697.11157004417,3374.91109731029,3836.61066910152,4714.20324480021,18789.5433249136,NA
1842,"medium divers",2111,33879.5358428843,165607.322217772,274654.599962797,409024.40253414,591022.710337959,807099.174097538,1287403.01890077,NA
1842,"large divers",2111,589.000794890274,6276.87285456701,11051.5649410334,18169.3261513207,36566.8536111912,165188.882564372,2333790.61914691,NA
1842,"minke whales",2111,219.076913238808,8070.97342379573,14258.7974998683,25824.4720762915,58935.3654761856,15187103.7137447,160232637.650073,NA
1842,"orca",2111,5288.10255802445,7273.99935555909,8481.62525197656,8981.26693688614,9952.38123952463,17150.5461867644,262942.346564852,NA
1842,"sperm whales",2111,11440.618549551,14918.0610326297,20076.8374224728,23665.1174309021,98302.3620070208,2388779.07763313,11920603.7449054,NA
1842,"baleen whales",2111,114050.159382494,179493.522473834,805040.889700884,810446.894856755,2998516.68588584,17191012.4559834,100633527.139596,NA
1843,"mesozooplankton",2111,5.16874993349296e-92,9853966.22991388,13685396.1887286,18115714.4574599,21083829.0578834,25218945.7261993,29684669.1103074,NA
1843,"other krill",2111,1163.40666147161,1545873.09626699,5791045.42869372,12256405.6818781,31267120.2681091,76410424.8162511,124016211.34984,NA
1843,"other macrozooplankton",2111,1617062.0801514,8638897.14990747,16293616.6706963,20141093.9693231,24371133.8311664,29855721.3138893,39556222.7395157,NA
1843,"antarctic krill",2111,72114.0853727772,1669032.13067341,7624733.48106431,14140001.8835982,24861369.4964509,36811878.1864838,723613105.343435,NA
1843,"salps",2111,112165.965020117,478108.908792546,860969.568545297,1106498.18544594,1596663.31412048,2098416.65778674,2887899.44510153,NA
1843,"mesopelagic fishes",2111,8466.94222094717,519323.225469454,1353301.36651369,1844425.40514369,2692286.3274338,3649855.14959499,8960425.88479095,NA
1843,"bathypelagic fishes",2111,325324.072232798,1051956.98777969,1739275.2229385,2449915.0051358,3358485.73512255,4619190.58922574,13235092.1981645,NA
1843,"shelf and coastal fishes",2111,1508610.19418158,2878677.61109352,4273112.5654276,4979171.75091193,5628629.03561185,6322183.411234,23515426.7445801,NA
1843,"flying birds",2111,3947.7481714419,5426.5966742617,5946.51446859726,6014.10337860341,6097.93887879258,6257.49491802678,6558.69393231656,NA
1843,"small divers",2111,11162.636018078,22311.9536496128,35121.3907122419,37512.8578052459,40133.4344626211,42399.1188303828,47432.502605799,NA
